,IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
38169,77359.0,0,1.0,'D',6,12,46,50,'B3','Regular',636,'R31'
167402,1153169.0,0,1.0,'C',4,11,56,50,'B2','Diesel',182,'R24'
207992,2016652.0,0,0.45,'C',4,1,54,50,'B12','Regular',317,'R11'
256341,2113247.0,0,0.67,'D',6,2,29,64,'B4','Diesel',1313,'R24'
609889,5035150.0,0,0.4,'D',8,2,38,53,'B12','Diesel',987,'R93'
613997,5046966.0,0,0.1,'D',8,1,43,50,'B12','Regular',598,'R93'
190485,1190486.0,0,0.49,'A',5,4,40,50,'B1','Diesel',47,'R93'
239376,2083121.0,0,1.0,'D',7,1,28,76,'B4','Regular',745,'R82'
515399,4067139.0,0,0.08,'C',7,10,59,65,'B12','Diesel',127,'R72'
14084,33508.0,0,1.0,'A',4,4,47,50,'B2','Regular',18,'R54'
596791,4187969.0,0,1.0,'A',6,11,40,50,'B1','Diesel',29,'R24'
469592,3233944.0,0,0.24,'D',8,21,45,61,'B2','Diesel',1326,'R93'
102709,1025200.0,0,0.48,'B',7,6,59,50,'B1','Regular',50,'R24'
655120,6059022.0,0,0.53,'F',4,5,78,50,'B12','Regular',27000,'R11'
562089,4153267.0,0,1.0,'B',4,14,49,55,'B2','Regular',85,'R25'
518292,4075350.0,0,0.12,'D',4,10,43,52,'B3','Diesel',645,'R94'
45935,92956.0,0,0.08,'E',6,0,31,83,'B3','Diesel',4116,'R24'
282051,2177617.0,0,1.0,'B',6,5,47,50,'B2','Diesel',67,'R54'
289867,2191629.0,0,1.0,'A',6,15,53,72,'B1','Diesel',48,'R54'
463551,3205484.0,0,1.0,'D',6,10,63,50,'B1','Diesel',1422,'R82'
427576,3143459.0,0,0.67,'A',5,2,28,50,'B3','Diesel',39,'R25'
151655,1122444.0,0,0.98,'D',4,12,50,50,'B6','Diesel',674,'R93'
312758,2224574.0,0,0.08,'E',5,7,44,66,'B1','Diesel',8455,'R82'
361801,3011158.0,0,0.87,'C',8,2,31,62,'B2','Diesel',111,'R31'
464220,3207046.0,0,1.0,'B',8,13,36,50,'B4','Regular',51,'R24'
165477,1148857.0,0,0.06,'C',5,0,50,50,'B2','Regular',105,'R24'
448010,3173287.0,0,0.15,'E',10,5,47,58,'B6','Diesel',3744,'R93'
325489,2258634.0,0,0.44,'C',9,16,49,85,'B10','Diesel',307,'R24'
444357,3169420.0,0,0.68,'C',6,0,53,60,'B2','Diesel',104,'R93'
59943,129364.0,0,1.0,'B',7,6,41,52,'B1','Regular',93,'R25'
147807,1117487.0,0,0.14,'A',7,13,35,76,'B2','Diesel',43,'R24'
420068,3129196.0,0,0.27,'D',7,7,58,50,'B1','Regular',1753,'R82'
12607,30765.0,0,0.1,'C',7,0,34,72,'B10','Diesel',165,'R53'
352118,2285266.0,0,0.08,'D',7,6,70,52,'B2','Regular',1323,'R82'
303916,2215726.0,0,0.49,'B',7,3,43,50,'B10','Diesel',68,'R82'
137171,1098888.0,0,0.85,'D',6,14,34,90,'B1','Diesel',1054,'R24'
134431,1093755.0,0,1.0,'C',7,2,49,50,'B2','Regular',490,'R41'
604397,5018888.0,0,0.12,'D',4,4,53,50,'B12','Regular',625,'R91'
351535,2284683.0,1,0.08,'C',5,7,24,76,'B3','Diesel',193,'R91'
326777,2259922.0,0,0.97,'D',7,17,35,50,'B5','Diesel',721,'R93'
375875,3035168.0,0,0.46,'A',7,1,44,50,'B12','Diesel',39,'R82'
32303,66496.0,0,1.0,'C',10,11,34,50,'B2','Diesel',120,'R91'
24580,52656.0,0,0.08,'B',4,18,50,50,'B2','Regular',53,'R24'
339533,2272679.0,0,1.01,'C',6,18,49,90,'B1','Regular',202,'R91'
130999,1087110.0,0,1.0,'D',7,14,39,51,'B3','Regular',1445,'R72'
400553,3085839.0,0,1.0,'A',9,37,45,50,'B2','Regular',9,'R24'
614669,5048807.0,0,0.83,'B',10,10,47,50,'B12','Diesel',77,'R11'
455834,3187929.0,0,1.0,'A',7,29,69,50,'B2','Diesel',19,'R26'
243341,2089998.0,0,0.2,'C',6,4,27,85,'B2','Regular',229,'R82'
237810,2080397.0,0,1.0,'A',7,4,57,50,'B2','Diesel',39,'R31'
38390,77765.0,0,1.0,'C',6,11,35,50,'B2','Diesel',357,'R31'
76232,159332.0,1,0.41,'D',8,17,47,96,'B11','Regular',1408,'R52'
405784,3097772.0,0,0.96,'E',7,11,42,50,'B1','Regular',4982,'R23'
179214,1179207.0,0,0.75,'E',5,6,35,50,'B3','Diesel',4116,'R24'
399347,3082929.0,0,0.97,'C',11,10,56,50,'B13','Regular',111,'R25'
472812,3237876.0,0,0.08,'E',4,15,47,95,'B5','Diesel',5376,'R11'
442839,3167382.0,0,0.75,'C',7,5,56,50,'B1','Regular',125,'R53'
212068,2024155.0,0,0.75,'A',9,3,40,51,'B12','Regular',28,'R52'
150161,1120575.0,0,0.51,'E',4,1,37,50,'B3','Diesel',7313,'R31'
190508,1190509.0,0,0.49,'B',7,12,31,100,'B2','Regular',51,'R91'
582929,4174107.0,0,0.24,'B',5,5,60,50,'B2','Regular',75,'R82'
64724,138365.0,1,1.0,'B',6,7,64,50,'B6','Diesel',57,'R24'
600103,5006303.0,0,0.29,'A',10,10,46,50,'B12','Regular',26,'R91'
419372,3127701.0,0,0.0027397260273972603,'E',7,18,62,50,'B2','Diesel',3386,'R53'
568011,4159189.0,0,1.0,'C',4,1,46,50,'B2','Regular',473,'R53'
465988,3211319.0,1,1.0,'A',6,14,48,62,'B4','Regular',41,'R24'
322824,2255969.0,0,1.0,'D',4,1,53,50,'B4','Diesel',614,'R93'
645438,6020286.0,0,0.7,'D',8,3,73,50,'B12','Diesel',824,'R91'
423084,3134986.0,0,1.0,'C',5,20,48,50,'B5','Regular',381,'R93'
58256,126156.0,0,1.0,'A',5,12,24,90,'B2','Diesel',13,'R24'
133720,1092470.0,1,0.15,'E',7,12,69,50,'B1','Diesel',3541,'R52'
416077,3120787.0,0,0.46,'C',6,5,42,50,'B3','Diesel',165,'R53'
112548,1046996.0,0,1.0,'A',6,7,33,50,'B2','Diesel',18,'R24'
349205,2282353.0,0,0.35,'B',9,2,58,50,'B12','Diesel',76,'R91'
193576,1193577.0,0,0.96,'D',6,2,33,50,'B1','Diesel',1313,'R24'
23113,49933.0,0,1.0,'E',4,6,51,51,'B13','Regular',2575,'R52'
486701,3252621.0,0,0.08,'A',7,18,66,50,'B1','Regular',10,'R21'
115637,1053901.0,0,1.0,'B',6,3,58,50,'B2','Regular',91,'R24'
335836,2268982.0,0,0.08,'D',7,19,40,68,'B2','Diesel',1287,'R72'
670070,6102940.0,0,0.1,'A',4,1,21,100,'B12','Regular',18,'R24'
636018,5100545.0,0,0.07,'D',15,0,37,50,'B12','Regular',573,'R41'
75172,157397.0,0,1.0,'E',5,1,35,50,'B3','Regular',4998,'R11'
666204,6095610.0,0,0.38,'E',4,1,64,50,'B12','Diesel',4404,'R11'
153357,1124164.0,0,0.39,'D',6,0,55,50,'B1','Regular',1313,'R24'
425436,3139505.0,0,0.36,'C',15,0,21,95,'B12','Regular',238,'R83'
608792,5031902.0,0,0.48,'D',4,2,24,95,'B12','Diesel',1787,'R31'
30003,62464.0,0,1.0,'D',7,5,48,62,'B1','Diesel',1110,'R82'
390904,3062857.0,0,0.17,'B',5,7,30,51,'B2','Diesel',94,'R53'
582036,4173214.0,0,1.0,'E',5,12,72,50,'B5','Diesel',3386,'R53'
344867,2278014.0,0,0.8,'E',10,7,46,68,'B2','Diesel',3317,'R93'
249943,2101695.0,1,1.0,'D',9,2,34,64,'B12','Diesel',573,'R82'
51019,103587.0,0,0.41,'C',7,9,55,50,'B2','Regular',216,'R93'
512555,4058443.0,0,0.48,'E',7,0,42,54,'B12','Diesel',6944,'R11'
274343,2149957.0,0,0.2,'A',5,1,49,68,'B2','Regular',46,'R82'
342217,2275363.0,0,0.92,'D',9,17,68,50,'B14','Diesel',560,'R31'
375811,3035046.0,0,0.46,'F',6,2,28,78,'B3','Diesel',15386,'R11'
441434,3165381.0,0,0.4,'C',11,9,19,100,'B4','Regular',112,'R53'
567674,4158852.0,0,0.09,'E',7,11,25,68,'B10','Diesel',3744,'R93'
268255,2136291.0,0,1.0,'C',6,9,62,50,'B1','Diesel',366,'R82'
502875,4033630.0,0,0.45,'A',4,2,62,50,'B12','Regular',27,'R54'
594790,4185968.0,0,0.73,'D',12,8,42,76,'B3','Regular',942,'R82'
437332,3159710.0,0,1.0,'E',5,16,41,50,'B1','Diesel',2715,'R93'
296666,2203864.0,0,1.0,'B',6,2,43,50,'B2','Diesel',94,'R53'
83801,172913.0,0,1.0,'E',6,4,37,90,'B3','Regular',8549,'R82'
351902,2285050.0,0,0.08,'D',6,5,38,76,'B2','Diesel',1326,'R93'
101118,1021884.0,0,0.57,'D',8,19,51,50,'B1','Diesel',1296,'R24'
248305,2098927.0,0,0.81,'A',4,23,39,50,'B1','Regular',14,'R24'
506748,4042295.0,0,0.07,'E',6,6,32,50,'B5','Regular',3744,'R93'
364431,3016870.0,0,0.46,'E',5,1,27,112,'B5','Diesel',2618,'R22'
311219,2223035.0,0,0.08,'E',5,2,62,50,'B2','Regular',4128,'R52'
147033,1116374.0,0,0.1,'C',4,13,41,50,'B2','Regular',150,'R93'
305113,2216923.0,0,0.08,'D',7,10,39,53,'B11','Diesel',1294,'R72'
488076,3254136.0,0,0.0027397260273972603,'E',7,17,37,66,'B1','Regular',2983,'R31'
31803,65717.0,0,0.08,'D',7,8,32,60,'B12','Regular',1753,'R82'
395678,3074243.0,0,1.0,'B',10,2,36,50,'B12','Diesel',53,'R72'
543848,4135026.0,0,1.0,'A',9,19,45,50,'B12','Diesel',6,'R24'
462693,3203442.0,0,1.0,'C',6,3,29,60,'B2','Regular',203,'R24'
623441,5069775.0,0,0.22,'E',7,9,39,80,'B10','Diesel',4656,'R11'
595043,4186221.0,0,0.64,'C',10,5,49,50,'B10','Regular',115,'R24'
208276,2017166.0,0,0.46,'E',6,1,54,50,'B12','Regular',3317,'R93'
130513,1086153.0,0,0.02,'C',7,18,39,72,'B2','Diesel',159,'R91'
612011,5041257.0,0,0.00821917808219178,'E',12,0,49,95,'B12','Diesel',7187,'R11'
250082,2101934.0,0,1.0,'D',6,2,64,50,'B3','Diesel',1055,'R72'
30109,62652.0,0,1.0,'C',6,4,45,50,'B5','Diesel',141,'R82'
206518,2013902.0,0,0.28,'D',4,1,51,50,'B12','Regular',1287,'R72'
628175,5083351.0,0,0.2,'E',5,2,72,50,'B12','Regular',3997,'R11'
481049,3246840.0,0,0.08,'D',4,15,53,50,'B2','Regular',824,'R91'
192868,1192869.0,0,0.49,'E',14,9,37,50,'B3','Regular',9307,'R82'
547837,4139015.0,0,0.00546448087431694,'B',7,11,39,50,'B3','Regular',57,'R24'
284368,2181795.0,0,0.44,'A',7,4,65,50,'B2','Diesel',46,'R24'
118630,1060486.0,0,0.7,'E',6,1,46,67,'B12','Diesel',3301,'R73'
75770,158505.0,0,1.0,'E',7,6,43,50,'B2','Regular',4436,'R25'
435718,3157033.0,0,0.21,'A',4,8,48,51,'B2','Regular',42,'R24'
559758,4150936.0,0,1.0,'A',5,6,29,60,'B6','Diesel',47,'R24'
462533,3203047.0,0,1.0,'D',7,8,38,50,'B2','Regular',511,'R24'
244607,2092143.0,0,1.0,'D',6,10,59,50,'B1','Diesel',1313,'R24'
547361,4138539.0,0,1.0,'D',6,4,57,50,'B2','Diesel',1695,'R82'
124767,1074316.0,0,0.05,'D',10,1,25,76,'B1','Regular',1232,'R93'
593011,4184189.0,0,0.33,'D',8,2,25,100,'B4','Diesel',1541,'R91'
139772,1103923.0,0,0.56,'C',6,17,40,68,'B2','Diesel',186,'R52'
298474,2207002.0,0,1.0,'C',8,1,56,50,'B2','Diesel',204,'R52'
232018,2070385.0,0,0.12,'B',7,4,33,50,'B1','Diesel',91,'R24'
216113,2037716.0,0,0.04,'B',8,0,53,50,'B12','Diesel',90,'R73'
544888,4136066.0,0,0.09,'A',4,9,49,50,'B2','Diesel',37,'R24'
571229,4162407.0,0,0.11,'D',9,13,37,60,'B2','Regular',1326,'R93'
519424,4077828.0,0,0.09,'D',6,10,22,95,'B3','Diesel',1055,'R31'
145374,1113664.0,0,0.7,'C',6,3,24,112,'B2','Diesel',104,'R53'
297212,2204799.0,0,1.0,'D',7,10,54,54,'B1','Regular',1313,'R24'
83583,172512.0,0,1.0,'A',7,15,48,50,'B1','Regular',30,'R24'
604898,5020260.0,0,0.03,'B',8,3,40,51,'B12','Diesel',67,'R23'
577942,4169120.0,0,0.81,'E',6,11,54,50,'B2','Diesel',3688,'R82'
51915,105490.0,0,0.14,'A',4,18,48,50,'B1','Regular',30,'R74'
162796,1142949.0,0,1.0,'A',6,14,40,50,'B2','Diesel',43,'R24'
41880,84457.0,0,0.18,'D',7,5,39,85,'B1','Diesel',1408,'R52'
474985,3240275.0,0,0.16,'D',6,1,33,50,'B1','Diesel',1109,'R24'
217757,2041798.0,0,0.04,'C',7,0,33,62,'B1','Regular',484,'R82'
8459,23171.0,1,0.26,'A',4,13,75,50,'B1','Regular',28,'R82'
159144,1135122.0,0,0.29,'B',6,14,71,50,'B1','Regular',78,'R24'
303240,2215050.0,2,0.49,'E',8,0,47,50,'B4','Diesel',3317,'R93'
490836,4004972.0,0,0.46,'E',11,4,39,50,'B12','Regular',2663,'R11'
673637,6109922.0,0,0.72,'E',6,10,53,50,'B2','Regular',3859,'R82'
625881,5076707.0,0,0.12,'B',4,1,74,50,'B12','Diesel',54,'R94'
627972,5082743.0,0,0.8,'B',4,2,54,50,'B12','Regular',65,'R93'
234964,2075520.0,0,1.0,'B',4,2,48,50,'B1','Regular',94,'R82'
85938,176763.0,0,1.0,'C',5,13,41,72,'B4','Regular',135,'R82'
261324,2122477.0,0,0.61,'D',6,10,41,50,'B1','Diesel',1054,'R24'
593778,4184956.0,0,0.27,'C',6,9,44,50,'B1','Diesel',150,'R93'
597864,4189042.0,0,0.33,'B',9,25,59,50,'B2','Regular',64,'R24'
628283,5083670.0,0,0.04,'F',4,2,55,50,'B12','Diesel',14368,'R11'
138435,1101456.0,0,0.16,'D',6,2,26,68,'B3','Diesel',653,'R82'
13116,31692.0,0,0.34,'C',4,5,50,50,'B2','Regular',214,'R26'
297778,2205785.0,0,0.51,'B',12,2,48,50,'B1','Diesel',68,'R72'
512946,4059734.0,0,0.09,'D',7,0,52,50,'B12','Diesel',533,'R93'
51146,103867.0,0,0.25,'A',6,3,35,50,'B1','Diesel',49,'R24'
553119,4144297.0,0,0.65,'D',6,15,38,80,'B1','Diesel',1313,'R24'
319420,2231247.0,0,0.08,'E',5,2,25,76,'B3','Diesel',2983,'R31'
295356,2201281.0,0,0.34,'D',7,5,37,50,'B2','Regular',1579,'R53'
676582,6112900.0,0,0.08,'E',4,1,30,72,'B12','Regular',7752,'R11'
35167,71660.0,0,0.83,'B',5,11,47,55,'B5','Diesel',84,'R31'
306456,2218266.0,0,0.08,'E',5,4,39,53,'B3','Diesel',2308,'R31'
639087,5106751.0,0,0.04,'C',4,0,45,55,'B12','Regular',426,'R91'
483118,3249038.0,0,0.08,'A',6,14,35,67,'B2','Diesel',42,'R52'
269798,2139645.0,0,0.52,'B',6,0,71,50,'B12','Regular',75,'R23'
1962,4086.0,1,0.62,'C',5,3,60,50,'B2','Regular',112,'R93'
145187,1113470.0,0,0.07,'A',6,16,59,90,'B1','Diesel',19,'R24'
75504,157998.0,0,0.49,'A',5,11,37,50,'B3','Diesel',36,'R54'
259196,2118629.0,0,0.52,'C',8,4,34,57,'B2','Diesel',406,'R82'
409013,3105088.0,0,0.75,'C',6,11,49,50,'B3','Diesel',213,'R74'
547846,4139024.0,0,0.7,'C',5,7,78,50,'B3','Diesel',405,'R24'
155264,1126868.0,0,1.0,'C',5,13,53,50,'B2','Diesel',155,'R24'
161117,1139324.0,0,0.92,'A',7,6,65,50,'B1','Diesel',19,'R24'
120336,1064346.0,0,0.23,'C',4,12,37,50,'B3','Diesel',315,'R82'
36720,74590.0,0,1.0,'D',4,13,59,50,'B2','Regular',1601,'R41'
36167,73528.0,0,0.87,'D',7,11,47,95,'B2','Regular',1974,'R54'
69245,146729.0,0,1.0,'C',11,4,55,50,'B6','Regular',461,'R53'
354795,2287944.0,0,0.08,'E',6,13,36,50,'B1','Diesel',8455,'R82'
150960,1121671.0,0,0.07,'D',5,10,33,60,'B5','Diesel',610,'R91'
181170,1181171.0,0,0.97,'C',7,3,44,50,'B2','Diesel',472,'R91'
320523,2235001.0,0,0.32,'E',7,9,43,85,'B2','Diesel',3317,'R93'
499109,4024550.0,0,0.19,'C',7,3,30,68,'B1','Regular',320,'R31'
468382,3232734.0,0,0.24,'C',7,9,33,50,'B12','Regular',233,'R82'
507341,4043410.0,0,0.03,'C',8,0,40,50,'B12','Diesel',296,'R11'
390390,3061590.0,0,1.0,'F',4,5,49,50,'B6','Regular',27000,'R11'
73617,154600.0,0,0.65,'C',5,4,28,57,'B4','Regular',111,'R82'
99916,1019383.0,0,1.0,'A',5,1,64,50,'B2','Diesel',24,'R24'
172085,1163713.0,0,0.3,'E',5,3,63,85,'B2','Regular',3386,'R53'
89570,1004890.0,0,0.36,'C',9,1,51,50,'B12','Regular',176,'R93'
103374,1026763.0,0,1.0,'C',6,6,53,50,'B5','Diesel',295,'R52'
633210,5094668.0,0,0.01,'D',11,0,37,51,'B12','Diesel',528,'R22'
532181,4123359.0,0,1.0,'E',7,7,76,50,'B1','Diesel',3866,'R24'
337678,2270824.0,0,0.6,'C',6,0,38,50,'B1','Regular',209,'R82'
246399,2095295.0,0,0.7,'C',7,9,50,95,'B2','Regular',203,'R24'
312878,2224694.0,0,0.08,'C',12,0,33,54,'B4','Regular',141,'R82'
24119,51840.0,0,0.11,'C',5,0,41,50,'B2','Diesel',388,'R11'
246838,2096174.0,0,0.28,'C',6,12,55,68,'B1','Diesel',170,'R24'
18402,41284.0,0,1.0,'B',4,10,26,63,'B1','Regular',83,'R25'
325690,2258835.0,0,0.24,'C',7,15,47,54,'B2','Diesel',443,'R82'
347981,2281128.0,0,0.66,'E',6,11,60,50,'B1','Regular',3866,'R24'
243168,2089655.0,0,0.18,'A',9,11,31,76,'B2','Regular',35,'R52'
426038,3140652.0,0,0.86,'B',10,20,36,68,'B10','Regular',54,'R53'
588429,4179607.0,0,0.13,'C',6,9,36,50,'B2','Diesel',104,'R93'
99006,1017455.0,0,1.0,'A',6,7,42,69,'B2','Diesel',11,'R24'
472439,3237503.0,0,0.08,'C',7,4,53,50,'B6','Regular',226,'R91'
358353,3003686.0,0,0.63,'E',6,4,45,50,'B12','Regular',8455,'R82'
129889,1084961.0,0,0.83,'A',5,13,27,90,'B2','Diesel',16,'R24'
120416,1064523.0,0,1.0,'D',7,5,46,50,'B5','Regular',1704,'R82'
123184,1070918.0,0,1.0,'A',5,12,29,57,'B3','Regular',12,'R74'
614508,5048368.0,0,0.14,'C',5,1,67,63,'B12','Regular',121,'R83'
622609,5068239.0,0,0.07,'E',11,1,42,60,'B12','Diesel',5410,'R11'
638279,5105347.0,0,0.16,'D',5,0,52,76,'B4','Regular',854,'R82'
665286,6093817.0,0,0.46,'A',7,1,42,68,'B12','Diesel',36,'R21'
566186,4157364.0,0,0.04,'D',5,10,42,50,'B1','Regular',1250,'R93'
633707,5095690.0,0,0.13,'E',11,0,55,50,'B12','Regular',5746,'R11'
426935,3142234.0,0,1.0,'A',7,13,42,50,'B2','Diesel',12,'R83'
239935,2084033.0,0,1.0,'D',5,14,86,50,'B2','Regular',1403,'R31'
396024,3075038.0,0,0.93,'C',5,4,50,50,'B5','Regular',294,'R72'
216746,2039198.0,0,0.1,'E',8,0,31,64,'B12','Diesel',3991,'R21'
211462,2022934.0,0,0.02,'C',6,0,56,50,'B12','Regular',312,'R11'
469913,3234265.0,0,0.24,'E',6,11,45,50,'B1','Diesel',3317,'R93'
316181,2228008.0,0,0.08,'D',7,0,38,50,'B2','Diesel',824,'R91'
145131,1113376.0,0,0.21,'D',6,5,56,50,'B1','Diesel',1381,'R82'
74490,156172.0,0,0.91,'A',9,8,39,50,'B3','Regular',27,'R24'
27320,57645.0,1,0.19,'C',6,6,41,50,'B5','Regular',101,'R82'
245476,2093648.0,0,0.92,'C',7,17,40,50,'B1','Regular',227,'R54'
628854,5085384.0,0,0.28,'C',10,2,56,50,'B12','Regular',144,'R93'
305495,2217305.0,0,0.08,'D',7,5,40,50,'B1','Diesel',679,'R72'
297688,2205626.0,0,0.59,'E',6,3,65,50,'B1','Diesel',8455,'R82'
529851,4121029.0,0,1.0,'A',5,8,42,50,'B1','Diesel',25,'R24'
647988,6030438.0,0,0.3,'A',7,3,63,50,'B12','Diesel',42,'R22'
404883,3095895.0,0,1.0,'B',6,8,44,50,'B2','Regular',84,'R24'
126811,1078640.0,0,0.25,'B',9,10,44,50,'B10','Diesel',63,'R83'
601814,5011248.0,0,0.8,'C',10,4,63,50,'B12','Regular',342,'R93'
558041,4149219.0,0,1.0,'B',4,7,79,50,'B2','Regular',59,'R24'
252990,2107210.0,0,1.0,'C',4,6,71,50,'B2','Regular',149,'R24'
11161,28059.0,0,1.0,'C',6,12,21,95,'B5','Regular',203,'R24'
134062,1092981.0,0,1.0,'C',4,14,35,50,'B1','Regular',102,'R24'
159237,1135321.0,0,1.0,'A',7,14,37,50,'B2','Diesel',18,'R24'
576898,4168076.0,0,0.01,'C',12,0,57,50,'B11','Diesel',108,'R11'
503618,4035428.0,0,0.07,'C',8,1,42,50,'B12','Diesel',159,'R91'
129429,1084064.0,0,1.0,'B',6,11,39,50,'B1','Diesel',84,'R52'
103501,1027059.0,0,0.24,'A',6,14,34,60,'B2','Diesel',27,'R52'
675180,6111498.0,0,0.54,'D',7,2,34,59,'B12','Regular',1408,'R73'
110358,1042334.0,0,1.0,'B',5,10,73,80,'B2','Regular',94,'R53'
411396,3110381.0,0,0.25,'D',5,14,48,50,'B2','Regular',754,'R24'
256451,2113433.0,0,0.49,'C',5,15,21,90,'B2','Regular',393,'R24'
556534,4147712.0,0,0.57,'A',5,13,46,50,'B2','Diesel',29,'R24'
661856,6087063.0,0,0.03,'E',5,1,72,50,'B12','Diesel',2019,'R11'
256278,2113140.0,0,1.0,'C',11,9,30,54,'B2','Regular',105,'R24'
446357,3171591.0,0,0.06,'D',6,12,72,50,'B2','Diesel',856,'R24'
647952,6030277.0,0,0.42,'B',11,3,58,50,'B12','Diesel',61,'R82'
644429,6015466.0,0,0.53,'B',6,6,42,50,'B12','Regular',95,'R52'
404898,3095934.0,0,0.52,'B',5,4,30,60,'B2','Diesel',79,'R24'
5650,17771.0,1,1.0,'A',7,14,56,50,'B10','Regular',44,'R24'
62266,133733.0,0,1.0,'D',9,6,43,50,'B12','Regular',993,'R82'
260478,2120962.0,0,0.63,'D',6,0,53,50,'B1','Regular',741,'R24'
32565,66941.0,0,1.0,'D',4,12,22,72,'B4','Regular',625,'R91'
564700,4155878.0,0,1.0,'C',6,8,62,50,'B2','Diesel',155,'R24'
581184,4172362.0,0,1.0,'A',5,7,72,50,'B5','Regular',9,'R24'
582028,4173206.0,0,1.0,'D',5,11,55,50,'B3','Diesel',634,'R53'
164528,1146758.0,0,1.0,'A',5,5,39,50,'B4','Diesel',30,'R24'
50192,101753.0,0,0.15,'B',9,15,18,85,'B3','Regular',90,'R82'
547827,4139005.0,0,1.0,'A',11,7,53,50,'B1','Diesel',27,'R24'
459060,3195423.0,0,1.0,'C',6,7,57,50,'B1','Diesel',295,'R52'
92848,1010570.0,0,0.95,'E',5,1,37,90,'B12','Regular',3184,'R11'
365079,3018323.0,0,0.12,'F',7,2,25,95,'B12','Regular',27000,'R11'
399890,3084315.0,0,0.24,'C',7,11,47,50,'B1','Regular',190,'R72'
468159,3232511.0,0,0.24,'E',6,13,37,54,'B1','Diesel',3457,'R82'
381437,3043776.0,0,0.06,'D',8,0,58,50,'B12','Diesel',1767,'R31'
400472,3085630.0,0,1.0,'C',6,4,50,50,'B2','Diesel',380,'R82'
297029,2204488.0,0,0.45,'E',7,15,53,80,'B2','Diesel',5449,'R82'
175038,1170401.0,0,1.0,'D',6,7,54,50,'B3','Diesel',1314,'R24'
456928,3190460.0,0,0.44,'E',6,11,66,50,'B2','Diesel',2278,'R91'
669723,6102301.0,0,0.07,'E',8,4,43,50,'B12','Diesel',4385,'R11'
89647,1005033.0,0,0.08,'E',7,2,29,70,'B12','Diesel',3301,'R73'
341612,2274758.0,0,0.08,'C',4,15,45,64,'B5','Regular',123,'R31'
504805,4038249.0,0,0.04,'B',7,5,36,63,'B1','Diesel',81,'R72'
620194,5063131.0,0,0.26,'A',5,4,26,90,'B12','Regular',16,'R72'
546816,4137994.0,0,0.22,'D',6,12,26,100,'B2','Diesel',1314,'R24'
322446,2255591.0,0,1.0,'E',7,17,44,50,'B1','Regular',2131,'R82'
510473,4052050.0,0,0.72,'E',6,4,58,50,'B2','Regular',2679,'R83'
40439,81669.0,0,0.84,'E',5,1,31,50,'B3','Diesel',3866,'R24'
659393,6077241.0,0,0.74,'E',4,4,46,50,'B12','Regular',7313,'R31'
440953,3164850.0,0,0.51,'C',7,13,24,80,'B2','Diesel',298,'R24'
431070,3149565.0,0,0.66,'A',7,9,34,50,'B1','Diesel',33,'R52'
139956,1104286.0,0,0.69,'C',7,15,39,50,'B1','Regular',298,'R24'
629966,5088004.0,0,0.92,'F',11,4,30,69,'B12','Regular',17140,'R11'
421916,3132981.0,0,1.0,'C',5,5,26,68,'B2','Regular',162,'R93'
192330,1192331.0,0,0.99,'B',5,2,31,68,'B2','Regular',62,'R93'
64618,138166.0,0,0.52,'A',7,4,38,50,'B6','Diesel',23,'R24'
390425,3061670.0,0,1.0,'E',13,7,56,50,'B11','Regular',3288,'R11'
576110,4167288.0,0,0.56,'E',5,5,25,80,'B2','Diesel',4128,'R52'
255714,2112159.0,0,1.0,'A',4,15,71,50,'B2','Regular',38,'R24'
577842,4169020.0,0,0.31,'E',4,13,27,100,'B6','Regular',3430,'R82'
103993,1028208.0,0,0.49,'D',5,6,48,50,'B4','Diesel',1867,'R11'
217033,2039878.0,0,0.12,'D',8,0,50,51,'B12','Diesel',1847,'R82'
280466,2168589.0,0,0.13,'C',8,9,33,56,'B6','Diesel',220,'R24'
134981,1094929.0,0,0.04,'A',7,15,38,85,'B1','Regular',18,'R24'
677825,6114143.0,0,0.03,'D',4,0,48,100,'B12','Regular',1541,'R91'
371423,3030482.0,0,0.52,'C',8,0,34,51,'B12','Diesel',238,'R72'
630629,5089345.0,0,0.13,'D',6,0,51,50,'B12','Regular',1487,'R11'
416368,3121401.0,0,1.0,'D',7,17,38,50,'B2','Diesel',745,'R82'
500748,4028527.0,0,0.35,'D',7,1,53,50,'B12','Regular',1488,'R11'
489958,4002820.0,0,0.28,'D',4,4,57,58,'B12','Regular',503,'R82'
57139,119561.0,0,0.4,'D',11,6,58,50,'B3','Regular',1232,'R93'
346474,2279621.0,0,0.08,'E',5,2,21,95,'B5','Regular',2983,'R31'
283799,2180775.0,1,0.91,'D',6,8,50,50,'B2','Diesel',1182,'R82'
420654,3130380.0,0,0.03,'D',4,3,78,50,'B1','Regular',762,'R93'
324250,2257395.0,0,0.08,'D',4,4,34,53,'B3','Diesel',720,'R73'
611435,5039623.0,0,0.61,'D',5,4,34,64,'B1','Diesel',1497,'R31'
602295,5012688.0,0,0.28,'E',6,5,40,64,'B12','Regular',7634,'R11'
55338,113761.0,0,0.42,'A',8,15,20,95,'B2','Regular',35,'R24'
612481,5042615.0,0,0.16,'A',7,0,29,72,'B12','Diesel',26,'R73'
318640,2230467.0,0,0.08,'A',5,1,30,66,'B2','Diesel',34,'R73'
